Disease	Category	Gene	From_MarkerDB	Info_MarkerDB	From_KEGG	Info_KEGG	From_DisGeNET	Info_DisGeNET	From_PubMed
Chronic obstructive pulmonary disease	respiratory	MUC5AC	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	MUC5B	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NBEAL2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NBL1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NDP	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NDUFB3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NDUFB6	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NEK9	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NFKB1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NLN	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NLRC4	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NLRP1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NLRP3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NNMT	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NOL3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NOS1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NOS3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NOVA2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NPPB	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NR1H4	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NR3C2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NTT	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	NUP62	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	OMA1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	P2RY12	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	P2RY2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PACERR	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PAG1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PAH	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PAPLN	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PAPOLA	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PARP9	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PC	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PCYT1A	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PDAP1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PDC	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PDE4A	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PDE9A	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PDLIM5	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PDZK1IP1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PECAM1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PERCC1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PGP	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PGPEP1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PI3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PIK3CA	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PIK3CB	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PIK3CD	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PIK3CG	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PITX3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PKD2L1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PLA2G15	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PLA2G7	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PLP2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PLPPR2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PLXNA2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PNP	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PODXL	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PODXL2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	POLDIP2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	POLR2D	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PON1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	POR	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PORCN	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	POSTN	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PPIAP10	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PPP1CB	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PQBP1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PRB1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PRDM6	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PRDX1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PRDX2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PREP	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PRG4	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PRH1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PRODH	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PRSS33	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PRTN3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PSG2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PSMC4	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PSMD4	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTEN	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTGDS	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTGER2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTGER4	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTGFR	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTGIR	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTGS2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTH	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTPA	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTPRC	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTPRN2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTRH2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTTG1IP	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PTX3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	PVT1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	QPCT	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RANGAP1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RB1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RBP4	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	REG3A	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RELA	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RENBP	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RFC1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RFC4	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RIN2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RNASE3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	ROS1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RPS6	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RPS6KB1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RPSA	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	RUBCNL	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	S100A1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	S100A11	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	S100A8	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	S100A9	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	S100B	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SAA1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SAA2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SART3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SBDS	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SCGB1A1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SCLC1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SCUBE1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SCX	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SDCBP2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SDHA	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SDHB	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SDS	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SEPSECS	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SEPTIN8	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SERPINA1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SERPINA3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SERPINA5	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SERPINB3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SERPINB6	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SERPINE1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SERPINF2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SESN2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SETDB2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SFTPA1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SFTPA2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SFTPB	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SFTPD	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SGCG	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SGSM3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SH3PXD2A	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SHH	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SHOX	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SHOX2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SIRT1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SKAP2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SLC14A2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SLC17A5	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SLC22A3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SLC25A18	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SLC25A4	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SLC25A5	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SLC27A5	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SLC2A1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SLC2A10	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SLC35A1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SLC4A1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SMN1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SMUG1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SNHG5	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SNORA62	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SNORD12C	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SOAT1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SOCS3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SOD1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SOD2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SOD2-OT1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SORBS1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SOS1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SPAG11B	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SPANXB1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SPARC	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SPINK5	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SPINT2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SPP1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SPTBN1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SQSTM1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SRA1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SRM	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SRMS	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	ST2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	STAG3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	STPG4	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	STS	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SUGP1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	SULT2A1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TACSTD2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TAS2R38	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TBC1D1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TBC1D5	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TBXAS1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TCEA1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TCEAL1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TCN1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TCN2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TERT	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TFAP2A	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TFF2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TFF3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TG	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TGFB1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TGM1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TIGIT	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TIMP1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TIMP2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TLR4	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TMEM132D	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TNF	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TNFAIP1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TNFRSF11B	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TNFRSF1A	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TNFRSF1B	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TNFRSF9	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TNNI3	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TNNT2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TNPO1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TP63	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TRAPPC9	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TRBV20OR9-2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TRIM41	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TSLP	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TSPO	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TUG1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TUSC2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TWIST1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	TYMS	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	UBE2D1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	UCK2	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	UMOD	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	UROD	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	USO1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	UTS2R	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	VCL	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	VDR	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	VEGFA	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	VHL	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	VIM	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	VWF	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	WNK1	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	WWOX	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	XK	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	ZNF384	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	ZNF395	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease	respiratory	ZSCAN31	X	X	X	X	X	X	O
Chronic obstructive pulmonary disease (copd)	respiratory	HMOX1	X	X	O	-	X	X	X
Chronic obstructive pulmonary disease (copd)	respiratory	MMP1	X	X	O	-	X	X	X
Chronic obstructive pulmonary disease (copd)	respiratory	SERPINA1	X	X	O	-	X	X	X
Chronic progressive chorea	nervous	CACNA2D2	X	X	X	X	O	X	X
Chronic progressive chorea	nervous	NKX2-1	X	X	X	X	O	X	X
Chronic progressive external ophthalmoplegia	nervous	IL1A	X	X	X	X	O	X	X
Chronic progressive external ophthalmoplegia	nervous	IL1B	X	X	X	X	O	X	X
Chronic progressive external ophthalmoplegia	nervous	POLG	X	X	X	X	O	X	X
Chronic progressive external ophthalmoplegia	nervous	SOD1	X	X	X	X	O	X	X
Chronic progressive external ophthalmoplegia	nervous	SOD2	X	X	X	X	O	X	X
Chronic progressive external ophthalmoplegia	nervous	TRNL1	X	X	X	X	O	X	X
Chronic progressive external ophthalmoplegia	nervous	TRNL2	X	X	X	X	O	X	X
Chronic progressive external ophthalmoplegia	nervous	TRNN	X	X	X	X	O	X	X
Chronic progressive external ophthalmoplegia	nervous	TRNS1	X	X	X	X	O	X	X
Chronic pulmonary aspergillosis	respiratory	CALCA	X	X	X	X	X	X	O
Chronic pulmonary aspergillosis	respiratory	CPA1	X	X	X	X	X	X	O
Chronic pulmonary aspergillosis	respiratory	FLNC	X	X	X	X	X	X	O
Chronic pulmonary aspergillosis	respiratory	IGHE	X	X	X	X	X	X	O
Chronic pulmonary aspergillosis	respiratory	PCYT1A	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	AGXT	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	AKR1B1	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	AR	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	CALB2	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	CCL17	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	CD55	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	CPSF4	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	CR2	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	DHRS4	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	DLC1	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	DNASE1L3	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	EOS	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	GNL3	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	HP	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	HPR	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	IKZF4	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	KRAS	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	PPHLN1	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	PRSS33	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	SPINK5	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	TDGF1	X	X	X	X	X	X	O
Chronic rhinitis	respiratory	TWIST1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ACAT1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	AGA	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	AHR	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	AKR1B1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ALOX15	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	AR	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ARCN1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ARHGEF40	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ARSA	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ATM	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	BPIFA1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	BTF3P11	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CALB2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CALCA	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CCL17	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CCL26	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CD4	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CD5	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CD55	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CD69	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CD8A	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CDKN2A	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CHI3L1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CHN1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CLC	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CLCF1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CMM	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CNR2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	COPD	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	COX5A	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CPSF4	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CR2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CREB1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CSF3	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CST2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CTF2P	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CXCL10	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CXCL9	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CYREN	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	CYTIP	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	DHRS4	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	DLL1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	DNAAF3	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	DNAH5	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	DNAI1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	DPP10	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ELANE	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ENO2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	EPB41	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	EPX	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ERVK-11	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ERVK-19	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ERVK-9	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	FOXD3	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	GLS2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	GNL3	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	HPSE	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	HR	X	X	X	X	X	X	O
