Disease	Category	Gene	From_MarkerDB	Info_MarkerDB	From_KEGG	Info_KEGG	From_DisGeNET	Info_DisGeNET	From_PubMed
Diabetic neuralgia	nervous	MMP9	X	X	X	X	O	X	X
Diabetic neuralgia	nervous	NTF3	X	X	X	X	O	X	X
Diabetic neuralgia	nervous	SGK1	X	X	X	X	O	X	X
Diabetic neuralgia	nervous	TGFB1	X	X	X	X	O	X	X
Diabetic neuralgia	nervous	TLR4	X	X	X	X	O	X	X
Diabetic neuropathy	nervous	VEGFA	X	X	O	polymorphism	X	X	X
Diabetic polyneuropathy	nervous	ACAT1	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	BCR	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	BDNF	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	CD163	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	CYREN	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	EHHADH	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	ENO2	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	IFNG	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	KDR	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	LBP	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	LINC-PINT	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	MID1	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	NDUFB6	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	NOC2L	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	PMP22	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	REXO2	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	RPSA	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	SFN	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	SLC25A5	X	X	X	X	X	X	O
Diabetic polyneuropathy	nervous	VEGFA	X	X	X	X	X	X	O
Diabetic retinopathy	nervous	ACE	X	X	O	polymorphism	X	X	X
Diabetic retinopathy	nervous	VEGFA	X	X	O	polymorphism	X	X	X
Diastematomyelia	nervous	BHMT	X	X	X	X	O	X	X
Diastematomyelia	nervous	CCL2	X	X	X	X	O	X	X
Diastematomyelia	nervous	CECR2	X	X	X	X	O	X	X
Diastematomyelia	nervous	CSF2	X	X	X	X	O	X	X
Diastematomyelia	nervous	CYP1A2	X	X	X	X	O	X	X
Diastematomyelia	nervous	FOLR1	X	X	X	X	O	X	X
Diastematomyelia	nervous	FOLR2	X	X	X	X	O	X	X
Diastematomyelia	nervous	FUZ	X	X	X	X	O	X	X
Diastematomyelia	nervous	GHRL	X	X	X	X	O	X	X
Diastematomyelia	nervous	GLI3	X	X	X	X	O	X	X
Diastematomyelia	nervous	GRHL3	X	X	X	X	O	X	X
Diastematomyelia	nervous	IFNG	X	X	X	X	O	X	X
Diastematomyelia	nervous	INS	X	X	X	X	O	X	X
Diastematomyelia	nervous	MTHFD1	X	X	X	X	O	X	X
Diastematomyelia	nervous	MTHFR	X	X	X	X	O	X	X
Diastematomyelia	nervous	NAT2	X	X	X	X	O	X	X
Diastematomyelia	nervous	NPY1R	X	X	X	X	O	X	X
Diastematomyelia	nervous	PAX3	X	X	X	X	O	X	X
Diastematomyelia	nervous	PRSS8	X	X	X	X	O	X	X
Diastematomyelia	nervous	PYY	X	X	X	X	O	X	X
Diastematomyelia	nervous	RRM1	X	X	X	X	O	X	X
Diastematomyelia	nervous	SKI	X	X	X	X	O	X	X
Diastematomyelia	nervous	SPINT2	X	X	X	X	O	X	X
Diastematomyelia	nervous	TBXT	X	X	X	X	O	X	X
Diastematomyelia	nervous	VANGL1	X	X	X	X	O	X	X
Diastematomyelia	nervous	VANGL2	X	X	X	X	O	X	X
Diastematomyelia	nervous	ZIC2	X	X	X	X	O	X	X
Diastematomyelia	nervous	ZIC5	X	X	X	X	O	X	X
Diffuse alveolar damage	respiratory	AGER	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	BCHE	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	BMP1	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	CRP	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	CSRP1	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	CXCL9	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	E2F1	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	ENOPH1	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	HMOX1	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	KRT14	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	MOK	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	MUC1	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	PPIAP10	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	PRCP	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	SARS1	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	SARS2	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	SFTPD	X	X	X	X	X	X	O
Diffuse alveolar damage	respiratory	SNORA73A	X	X	X	X	X	X	O
Diffuse brain injury	nervous	CALCA	X	X	X	X	X	X	O
Diffuse brain injury	nervous	CFD	X	X	X	X	X	X	O
Diffuse brain injury	nervous	CYREN	X	X	X	X	X	X	O
Diffuse brain injury	nervous	PCYT1A	X	X	X	X	X	X	O
Diffuse brain injury	nervous	PIKFYVE	X	X	X	X	X	X	O
Diffuse brain injury	nervous	SYNM	X	X	X	X	X	X	O
Diffuse panbronchiolitis	respiratory	CEL	X	X	X	X	X	X	O
Diffuse panbronchiolitis	respiratory	FUT4	X	X	X	X	X	X	O
Diffuse panbronchiolitis	respiratory	HCG22	X	X	O	polymorphism	X	X	X
Diffuse panbronchiolitis	respiratory	HLA-A	X	X	O	polymorphism	X	X	X
Diffuse panbronchiolitis	respiratory	HLA-B	X	X	O	polymorphism	X	X	X
Diffuse panbronchiolitis	respiratory	MUC1	X	X	X	X	X	X	O
Diffuse panbronchiolitis	respiratory	MUC22	X	X	O	polymorphism	X	X	X
Diffuse panbronchiolitis	respiratory	PARP9	X	X	X	X	X	X	O
Diffuse panbronchiolitis	respiratory	SFTPA1	X	X	X	X	X	X	O
Diffuse panbronchiolitis	respiratory	SFTPA2	X	X	X	X	X	X	O
Diffuse panbronchiolitis	respiratory	SFTPD	X	X	X	X	X	X	O
Diffuse panbronchiolitis	respiratory	SLC27A5	X	X	X	X	X	X	O
Diffuse panbronchiolitis	respiratory	TFF2	X	X	X	X	X	X	O
Diplegic infantile cerebral palsy	nervous	POMC	X	X	X	X	O	X	X
Distal hereditary motor neuropathies	nervous	BSCL2	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	DCTN1	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	DNAJB2	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	FBXO38	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	GARS	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	HSPB1	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	HSPB3	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	HSPB8	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	PLEKHG5	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	REEP1	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	SIGMAR1	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	SLC5A7	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	TRPV4	X	X	O	-	X	X	X
Distal hereditary motor neuropathies	nervous	WARS1	X	X	O	-	X	X	X
Distal hereditary motor neuropathy, type ii	nervous	FBXO38	X	X	X	X	O	X	X
Distal hereditary motor neuropathy, type ii	nervous	HSPB1	X	X	X	X	O	X	X
Distal hereditary motor neuropathy, type ii	nervous	HSPB3	X	X	X	X	O	X	X
Distal hereditary motor neuropathy, type ii	nervous	HSPB8	X	X	X	X	O	X	X
Distal myopathy	nervous	MYH7	O	single nucleotide mutation	X	X	O	X	X
Distal myopathy	nervous	TTN	X	X	X	X	O	X	X
Distal spinal muscular atrophy	nervous	PLEKHG5	X	X	X	X	O	X	X
Distal spinal muscular atrophy	nervous	SMN1	X	X	X	X	O	X	X
Distal spinal muscular atrophy	nervous	SMN2	X	X	X	X	O	X	X
Distal spinal muscular atrophy	nervous	TRPV4	X	X	X	X	O	X	X
Dopamine beta-hydroxylase deficiency	nervous	DBH	X	X	O	-	X	X	X
Doyne honeycomb retinal dystrophy	nervous	EFEMP1	X	X	O	-	X	X	X
Dravet syndrome	nervous	CACNA1A	X	X	X	X	X	X	O
Dravet syndrome	nervous	DHDDS	X	X	X	X	X	X	O
Dravet syndrome	nervous	DHPS	X	X	X	X	X	X	O
Dravet syndrome	nervous	PRPH2	X	X	X	X	X	X	O
Dravet syndrome	nervous	SCN1A	X	X	O	-	X	X	O
Dravet syndrome	nervous	SRI	X	X	X	X	X	X	O
Dress syndrome	allergy	CALCA	X	X	X	X	X	X	O
Dress syndrome	allergy	CRP	X	X	X	X	X	X	O
Dress syndrome	allergy	CSRP1	X	X	X	X	X	X	O
Dress syndrome	allergy	IL1RL1	X	X	X	X	X	X	O
Dress syndrome	allergy	JAK1	X	X	X	X	X	X	O
Dress syndrome	allergy	PPIAP10	X	X	X	X	X	X	O
Dress syndrome	allergy	SDCBP2	X	X	X	X	X	X	O
Dress syndrome	allergy	ST2	X	X	X	X	X	X	O
Dress syndrome	allergy	SULT2A1	X	X	X	X	X	X	O
Dress syndrome	allergy	TSLP	X	X	X	X	X	X	O
Dress syndrome	allergy	UROD	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	BPIFA2	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	DIP	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	GRAMD4	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	MSMB	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	MYO1C	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	NCKIPSD	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	NMI	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	PIAS2	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	PSPN	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	REG1A	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	RIDA	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	SCG2	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	SIGLEC1	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	SLC6A3	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	STXBP3	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	TCOF1	X	X	X	X	X	X	O
Drug-induced parkinsonism	nervous	TSC22D3	X	X	X	X	X	X	O
Drug-induced vasculitis	allergy	EGFR	X	X	X	X	X	X	O
Drug-induced vasculitis	allergy	ELANE	X	X	X	X	X	X	O
Drug-induced vasculitis	allergy	MPO	X	X	X	X	X	X	O
Duchenne and becker muscular dystrophy	nervous	CCL2	X	X	X	X	O	X	X
Duchenne and becker muscular dystrophy	nervous	CD4	X	X	X	X	O	X	X
Duchenne and becker muscular dystrophy	nervous	DMD	X	X	X	X	O	X	X
Duchenne and becker muscular dystrophy	nervous	POSTN	X	X	X	X	O	X	X
Duchenne and becker muscular dystrophy	nervous	TGFB1	X	X	X	X	O	X	X
Duchenne muscular dystrophy	nervous	AAVS1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ACAT1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ACE	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	AGXT2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	AOX1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	BBS9	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	BDNF	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	BEST1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	BMP1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	BMP6	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	BMP8B	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CALCA	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CD1B	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CD1D	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CD1E	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CD28	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CD4	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CD5	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CD55	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CD82	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CD8A	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CDCA7L	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CFB	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CHKA	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CHKB	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CKM	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CMPK1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CNBP	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CNTF	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CRYAB	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CS	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CTSA	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CXXC1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	CYREN	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	DAG1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	DBA2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	DDX58	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	DEFA1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	DIO2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	DIO3	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	DLL1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	DMD	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	DMPK	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	DYSF	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	EIM	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	EMD	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ENO3	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ERBB4	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ERG	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ERVK-10	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ERVK-11	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ERVK-18	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ERVK-19	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ERVK-21	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ERVK-24	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ERVK-25	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ERVK-8	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ERVK-9	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	FABP3	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	FANCA	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	FKTN	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	FSHMD1A	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	FXN	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	GBAP1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	GC	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	GEM	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	GGT1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	GGT2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	GGTLC3	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	GGTLC4P	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	GGTLC5P	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	GNE	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	HGF	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	HR	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	HSP90B2P	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	HSPB7	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	HTT	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	IFIH1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	IFNA1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	IGBP1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	IGFALS	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	IGHD1-14	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	IGHD1-7	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	IGHD2-15	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	IL1RL1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ISG15	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ITGAM	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	KHDRBS1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	KITLG	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	LINC01672	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	LMOD1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	LTBP4	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MARS1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MBTPS1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MDH2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ME1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MIR188	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MKS1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MLC1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MMP9	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MPI	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MROS	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MS	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MSE	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MSTN	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MTR	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MUPP	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MYF6	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MYH14	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	MYOG	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	NDUFB6	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	NFKB1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	NR3C1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	NUP62	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	OCM	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	OCM2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	PBRM1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	PCYT1A	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	PGR	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	PNKD	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	PRB1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	PSMA7	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	RANGAP1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ROS1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	RRM1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	RRM2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	S100B	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SAMD11	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SDCBP2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SF	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SGCA	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SGCG	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SLC17A5	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SLC25A4	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SLC25A5	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SLC2A4	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SLC5A2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SLPI	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SOD1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SPP1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SQSTM1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	ST2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SULT1E1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	SULT2A1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TCN2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TGFB1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TIMP1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TIMP2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TLR4	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TMEM37	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TNC	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TNFRSF10A	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TNNC1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TNNI1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TNNI2	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TPO	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TPSG1	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TRAPPC9	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TRIM72	X	X	X	X	X	X	O
Duchenne muscular dystrophy	nervous	TTN	X	X	X	X	X	X	O
